theta_test_id,rollout_id,sequence,y_obs,u_ctrl,u_req_true,excess_control,u_ctrl_prior,changed_from_prior,reduced_from_prior,increased_from_prior,safe_total,max_rocof,frequency_nadir,rocof_safe,nadir_safe,posterior_ess,max_posterior_weight,posterior_mean_U,posterior_std_U,posterior_mean_U_error,runtime_s,exact_tie_count,near_tie_count,action_index_tie_break_count,median_co_tied_action_count,mean_score_gap,mean_decision_runtime_s,rule_terminal_rule_hash,rule_quantile_level,rule_additive_margin,rule_alpha,rule_snap_up,rule_control_grid_hash,rule_source,rule_rule,method
0,0,"[9, 28, 20]","[3.8739709295520988, 3.3133480576291516, 1.7098891253404833]",1.0,0.1,0.9,1.0,False,False,False,True,4.7444373912934275,-0.011502217313638992,True,True,1.2272557384290885,0.8967537699199939,0.31548570763118633,0.04564177489606231,0.21548570763118632,0.06650863704271615,0,0,0,nan,nan,2.70366823921601e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
1,1,"[10, 3, 23]","[2.0706851033661797, 4.339422398946962, 4.8282524668020095]",1.0,0.1,0.9,1.0,False,False,False,True,10.4881090220033,-0.013057186143027854,True,True,1.0005008178167176,0.9997496537663638,0.4499749644178413,0.0015821978319697054,0.34997496441784126,0.06158611085265875,0,0,0,nan,nan,2.8528350715835888e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
2,2,"[11, 18, 19]","[1.994444938968513, 3.6117250129992797, 4.295825633700444]",0.9,0.3,0.6000000000000001,1.0,True,True,False,True,4.848379284386246,-0.04908653844885331,True,True,1.0008563105492907,0.9995720278854183,0.299978601394271,0.001034152980038272,-2.1398605728972786e-05,0.06362743908539414,0,0,0,nan,nan,2.9700730616847675e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
3,3,"[8, 11, 27]","[6.648492929681617, 3.2481123887733214, 2.252608153795927]",0.9,0.5,0.4,1.0,True,True,False,True,8.584969301667055,-0.07595121380361972,True,True,1.0000002828210395,0.9999998585895002,0.35,9.673756023131945e-17,-0.15000000000000002,0.06028523598797619,0,0,0,nan,nan,3.128832516570886e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
4,4,"[23, 26, 3]","[2.975753147894429, 2.201454795977614, 2.865821624115614]",1.0,0.4,0.6,1.0,False,False,False,True,2.9696220675062928,-0.025230983616995065,True,True,1.0448779876936583,0.9781671676742251,0.4483120359894419,0.01582230637705628,0.04831203598944189,0.05970839411020279,0,0,0,nan,nan,2.916801410416762e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
5,5,"[10, 2, 29]","[1.4384450556108777, 2.203035092569969, 2.5353394629815655]",0.7,0.25,0.44999999999999996,1.0,True,True,False,True,9.50739012527667,-0.11114145525773114,True,True,1.000000000536066,0.9999999997319668,0.15000000005266387,3.25991572534494e-06,-0.09999999994733613,0.06657815398648381,0,0,0,nan,nan,2.9084660733739536e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
6,6,"[19, 6, 24]","[2.9807300266393537, 3.456017890746679, 2.978937559905036]",1.0,0.6,0.4,1.0,False,False,False,True,3.5821298688752155,-0.03333248743694302,True,True,1.0000000908757298,0.9999999545621371,0.5999999931843205,3.197423759278579e-05,-6.815679465255187e-09,0.060199250001460314,0,0,0,nan,nan,2.8729594002167385e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
7,7,"[24, 9, 20]","[6.658684167085551, 6.091647844072053, 1.4983367645747172]",1.0,0.6,0.4,1.0,False,False,False,True,9.123288688766664,-0.037471248633068444,True,True,1.0,1.0,0.45,3.060909823668182e-17,-0.14999999999999997,0.06737810000777245,0,0,0,nan,nan,2.8440651173392933e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
8,8,"[3, 14, 17]","[6.0028950301415644, 2.3776612719662973, 1.5407677247131701]",0.6,0.1,0.5,1.0,True,True,False,True,7.546941317766077,-0.12253256195015293,True,True,1.0,1.0,0.05,1.0791369034281794e-12,-0.05,0.06468132114969194,0,0,0,nan,nan,3.7243046487371125e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
9,9,"[0, 23, 27]","[1.6272663754212087, 7.514821478778465, 1.6769544218744492]",0.8,0.35,0.45000000000000007,1.0,True,True,False,True,9.934056000092648,-0.0872675627664812,True,True,1.000000000010294,0.999999999994853,0.25,1.3310404395691788e-18,-0.09999999999999998,0.07216507499106228,0,0,0,nan,nan,2.7384298543135326e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
