theta_test_id,rollout_id,sequence,y_obs,u_ctrl,u_req_true,excess_control,u_ctrl_prior,changed_from_prior,reduced_from_prior,increased_from_prior,safe_total,max_rocof,frequency_nadir,rocof_safe,nadir_safe,posterior_ess,max_posterior_weight,posterior_mean_U,posterior_std_U,posterior_mean_U_error,runtime_s,exact_tie_count,near_tie_count,action_index_tie_break_count,median_co_tied_action_count,mean_score_gap,mean_decision_runtime_s,rule_terminal_rule_hash,rule_quantile_level,rule_additive_margin,rule_alpha,rule_snap_up,rule_control_grid_hash,rule_source,rule_rule,method
0,0,"[0, 4, 6]","[4.370038231086843, 2.2670460826979735, 0.9039975510403524]",0.96,0.0,0.96,1.04,True,True,False,True,4.948483499689389,-0.42680762448357806,True,True,1.0002532214610353,0.99987340743333,2.0271907231114263e-12,4.027098929065508e-07,2.0271907231114263e-12,0.13448987901210785,0,0,0,nan,nan,0.0019000556785613298,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad_fixed_init
1,1,"[0, 4, 6]","[9.338613683122595, 1.914169076034526, 1.2026254767110496]",0.96,0.0,0.96,1.04,True,True,False,True,15.06317443770887,-0.5043849788728458,True,True,1.0000004465463674,0.9999997767268768,0.0,0.0,0.0,0.13391888490878046,0,0,0,nan,nan,0.0019443257090946038,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad_fixed_init
2,2,"[0, 4, 6]","[6.490517953942583, 2.630049898162395, 0.7107496469014201]",0.96,0.0,0.96,1.04,True,True,False,True,8.622302454139804,-0.5151064628816457,True,True,1.0,1.0,2.6690409553558778e-48,1.461243567747931e-24,2.6690409553558778e-48,0.13147520506754518,0,0,0,nan,nan,0.0019866328996916613,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad_fixed_init
3,3,"[0, 4, 6]","[5.94497200316204, 2.8145431335197904, 0.9238412519067908]",1.2,0.0,1.2,1.04,True,False,True,True,7.32352426611295,-0.17382102320877219,True,True,1.0000001220661323,0.9999999389669376,0.7999999511735502,0.00019763895759824469,0.7999999511735502,0.12930906703695655,0,0,0,nan,nan,0.002220399755363663,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad_fixed_init
4,4,"[0, 4, 6]","[9.899682466787572, 2.237148477824677, 1.1907463508881493]",0.96,0.32,0.6399999999999999,1.04,True,True,False,True,14.43790030192405,-0.6303425473388712,True,True,1.0,1.0,0.0,0.0,-0.32,0.1347403300460428,0,0,0,nan,nan,0.0020782092275718846,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad_fixed_init
5,5,"[0, 4, 6]","[4.85693289964775, 1.9369077405010466, 0.8532242185018217]",0.96,0.0,0.96,1.04,True,True,False,True,7.781657682970818,-0.4708646840928323,True,True,1.136131961944084,0.9369008784848659,1.4461066370853996e-05,0.0010754888134762793,1.4461066370853996e-05,0.13297140691429377,0,0,0,nan,nan,0.0019275132411470015,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad_fixed_init
6,6,"[0, 4, 6]","[7.677563307370639, 1.2515170216179108, 1.6328217393061841]",0.96,0.0,0.96,1.04,True,True,False,True,8.961007936194259,-0.4384225536353909,True,True,1.0000002518031668,0.9999998740984325,8.90344536263338e-247,8.439642344380895e-124,8.90344536263338e-247,0.13638870208524168,0,0,0,nan,nan,0.002054900396615267,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad_fixed_init
7,7,"[0, 4, 6]","[3.5773828942117105, 2.241330642927462, 0.804188743924281]",1.04,0.0,1.04,1.04,False,False,False,True,6.632390186603217,-0.4982587055385491,True,True,2.395579792381756,0.6038220689683695,0.04830576551746957,0.039128177304454316,0.04830576551746957,0.13781749783083797,0,0,0,nan,nan,0.0023976496110359826,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad_fixed_init
8,8,"[0, 4, 6]","[3.2525793799064617, 1.481056603606744, 0.8622052679478713]",0.96,0.0,0.96,1.04,True,True,False,True,5.6780854999992,-0.4176225122407299,True,True,1.0010762626303025,0.9994621738116873,2.6610762605631296e-32,4.613958179752504e-17,2.6610762605631296e-32,0.1269355919212103,0,0,0,nan,nan,0.0018714223212252061,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad_fixed_init
9,9,"[0, 4, 6]","[6.391716302080064, 1.9874816488661855, 1.6324536774566778]",0.96,0.0,0.96,1.04,True,True,False,True,7.851977293620081,-0.44642008555349066,True,True,1.000000000000131,0.9999999999999345,7.756286027365601e-60,2.490989526652507e-30,7.756286027365601e-60,0.13010116899386048,0,0,0,nan,nan,0.0023040900317331157,5b4c2191621b1bbc,0.95,0.9,0.05,True,2a35b5c585aa23b1,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee9_T3/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),dad_fixed_init
