theta_test_id,rollout_id,sequence,y_obs,u_ctrl,u_req_true,excess_control,u_ctrl_prior,changed_from_prior,reduced_from_prior,increased_from_prior,safe_total,max_rocof,frequency_nadir,rocof_safe,nadir_safe,posterior_ess,max_posterior_weight,posterior_mean_U,posterior_std_U,posterior_mean_U_error,runtime_s,exact_tie_count,near_tie_count,action_index_tie_break_count,median_co_tied_action_count,mean_score_gap,mean_decision_runtime_s,rule_terminal_rule_hash,rule_quantile_level,rule_additive_margin,rule_alpha,rule_snap_up,rule_control_grid_hash,rule_source,rule_rule,method
0,0,"[9, 28]","[3.8739709295520988, 3.3133480576291516]",0.9,0.1,0.8,1.0,True,True,False,True,4.7444373912934275,-0.032714997038205205,True,True,1.0001927522615215,0.9999036339397925,0.3000122127685713,0.0014338684450376181,0.2000122127685713,0.07558663398958743,0,0,0,nan,nan,3.618607297539711e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
1,1,"[20, 10]","[2.351115439208837, 2.1555737629179834]",0.9,0.1,0.8,1.0,True,True,False,True,10.4881090220033,-0.03549754686862492,True,True,1.7501513013234302,0.716200095909532,0.1262375325523735,0.12729541739791855,0.026237532552373488,0.07661767001263797,0,0,0,nan,nan,2.2080959752202034e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
2,2,"[4, 23]","[4.273757381953256, 3.654913750751526]",1.0,0.3,0.7,1.0,False,False,False,True,4.848379284386246,-0.01845684063906701,True,True,1.0000002975553928,0.9999998512223257,0.44999997768333333,5.7857606476623586e-05,0.14999997768333334,0.07547963596880436,0,0,0,nan,nan,2.0225998014211655e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
3,3,"[11, 18]","[3.2903504704331215, 6.778918831310375]",0.9,0.5,0.4,1.0,True,True,False,True,8.584969301667055,-0.07595121380361972,True,True,1.0000000045594157,0.999999997720292,0.3499999999999999,5.551115123125782e-17,-0.15000000000000008,0.06508343503810465,0,0,0,nan,nan,1.9695027731359005e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
4,4,"[18, 8]","[3.1034055642778853, 2.9675962014628956]",1.0,0.4,0.6,1.0,False,False,False,True,2.9696220675062928,-0.025230983616995065,True,True,4.528876629812815,0.2887746280262747,0.2329299593580192,0.09261786303374214,-0.16707004064198083,0.06638442119583488,0,0,0,nan,nan,1.8830993212759495e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
5,5,"[10, 27]","[1.4384450556108777, 2.839074615106148]",0.9,0.25,0.65,1.0,True,True,False,True,9.50739012527667,-0.04569958875742685,True,True,1.036481342824005,0.9821525583946611,0.29993586773072695,0.011843349443167868,0.049935867730726946,0.06843032408505678,0,0,0,nan,nan,1.827441155910492e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
6,6,"[23, 26]","[3.6945852517396327, 2.7899069430899455]",1.0,0.6,0.4,1.0,False,False,False,True,3.5821298688752155,-0.03333248743694302,True,True,1.3470758618618137,0.8483909595950618,0.44999999870926677,8.035230403327136e-06,-0.1500000012907332,0.06164860003627837,0,0,0,nan,nan,2.3519969545304775e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
7,7,"[4, 11]","[5.938547727424561, 3.684472036797196]",1.0,0.6,0.4,1.0,False,False,False,True,9.123288688766664,-0.037471248633068444,True,True,1.0,1.0,0.45,2.2124030795113296e-25,-0.14999999999999997,0.06205430207774043,0,0,0,nan,nan,2.0688632503151894e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
8,8,"[2, 29]","[1.463679837724237, 2.7143389284157107]",0.9,0.1,0.8,1.0,True,True,False,True,7.546941317766077,-0.03791241858255649,True,True,1.1512579641078096,0.9293375971580089,0.29650053630937284,0.013091835700392022,0.19650053630937284,0.06793159106746316,0,0,0,nan,nan,2.0333565771579742e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
9,9,"[19, 6]","[2.865190111494936, 2.1812682511337163]",0.9,0.35,0.55,1.0,True,True,False,True,9.934056000092648,-0.05186777999758633,True,True,1.2582689871459567,0.8874525740564803,0.2950922465556962,0.014923824595589741,-0.054907753444303764,0.06665945705026388,0,0,0,nan,nan,1.8605845980346203e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
10,10,"[24, 23]","[5.125850005409081, 3.5748238480099115]",1.0,0.15,0.85,1.0,False,False,False,True,6.166435577619002,-0.01347753697974646,True,True,1.0000002209131384,0.999999889543443,0.4499999834315165,4.985250505991673e-05,0.29999998343151646,0.06609203317202628,0,0,0,nan,nan,2.181297168135643e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
11,11,"[9, 20]","[3.465874636575255, 3.2424104741832083]",0.9,0.1,0.8,1.0,True,True,False,True,3.834857890639244,-0.0339465402915142,True,True,1.0000000000000049,0.9999999999999976,0.30000000000000043,7.549105117653984e-09,0.20000000000000043,0.0698135681450367,0,0,0,nan,nan,1.9698520191013813e-05,c2e2af33cb68a5ea,0.95,0.55,0.05,True,3697ea3799e74809,/home/grads/g/g.lin/Documents/dad_mocu_kuramoto_v4/experiments/dad_cross_system_improvement/ieee5_T2/selected_policy_robust_rule.json,snap_up(Q_{1-alpha}(U|w) + margin),random
