history_id,xi1,theta_id,rollout_id,y1,posterior_ess,xi2_star,best_expected_u_ctrl,xi2_second,second_best_expected_u_ctrl,gap_best_second,n_co_tied,n_near_tied,all_scores_json
0,0,0,0,2.037983528733921,2.200862439094022,9,0.7878472222222223,18,0.749609375,0.00026041666666665186,1,1,"{""1"": 0.7758680555555557, ""2"": 0.7824869791666668, ""3"": 0.765060763888889, ""4"": 0.7493489583333334, ""5"": 0.7681857638888889, ""6"": 0.7724175347222223, ""7"": 0.7806640625, ""8"": 0.7707682291666665, ""9"": 0.7878472222222223, ""10"": 0.7615668402777779, ""11"": 0.7765190972222223, ""12"": 0.7697265625000002, ""13"": 0.7529513888888889, ""14"": 0.7705729166666666, ""15"": 0.7630642361111111, ""16"": 0.7599392361111112, ""17"": 0.7748697916666667, ""18"": 0.749609375, ""19"": 0.7868055555555555, ""20"": 0.7715494791666666, ""21"": 0.7718098958333334, ""22"": 0.7514539930555557, ""23"": 0.7774305555555556, ""24"": 0.7555555555555555, ""25"": 0.7681857638888889, ""26"": 0.7706380208333333, ""27"": 0.7684678819444444, ""28"": 0.7842013888888889, ""29"": 0.7616970486111111}"
1,0,1,0,1.2095826339494953,8.647388497849395,29,0.8573567708333334,14,0.8460503472222222,0.0029296875,1,1,"{""1"": 0.8557074652777779, ""2"": 0.8533203125000001, ""3"": 0.8604166666666667, ""4"": 0.8500217013888888, ""5"": 0.872287326388889, ""6"": 0.8492621527777778, ""7"": 0.8523654513888891, ""8"": 0.8496961805555555, ""9"": 0.8534505208333334, ""10"": 0.8714843750000001, ""11"": 0.8535373263888889, ""12"": 0.8467013888888889, ""13"": 0.8533420138888889, ""14"": 0.8460503472222222, ""15"": 0.8702907986111112, ""16"": 0.8615885416666668, ""17"": 0.8520833333333334, ""18"": 0.8431206597222222, ""19"": 0.8545789930555555, ""20"": 0.8717881944444446, ""21"": 0.8596137152777779, ""22"": 0.8483506944444444, ""23"": 0.8555121527777777, ""24"": 0.8499131944444445, ""25"": 0.8702690972222223, ""26"": 0.8519097222222222, ""27"": 0.8584201388888889, ""28"": 0.8481119791666667, ""29"": 0.8573567708333334}"
2,0,2,0,1.5046485298831997,10.32890818900995,13,0.9094835069444445,27,0.8893446180555555,0.0013020833333333703,1,1,"{""1"": 0.9071397569444445, ""2"": 0.8896918402777777, ""3"": 0.8945746527777779, ""4"": 0.8969618055555554, ""5"": 0.9036892361111111, ""6"": 0.9022135416666667, ""7"": 0.8926432291666667, ""8"": 0.8930121527777778, ""9"": 0.8992838541666668, ""10"": 0.904079861111111, ""11"": 0.9007595486111111, ""12"": 0.8902994791666666, ""13"": 0.9094835069444445, ""14"": 0.8909505208333334, ""15"": 0.8990451388888889, ""16"": 0.9028428819444444, ""17"": 0.8911458333333333, ""18"": 0.8880425347222222, ""19"": 0.9028428819444444, ""20"": 0.9027777777777778, ""21"": 0.9002821180555557, ""22"": 0.8950520833333333, ""23"": 0.9055121527777779, ""24"": 0.8939453125000001, ""25"": 0.8981553819444444, ""26"": 0.9090928819444444, ""27"": 0.8893446180555555, ""28"": 0.8918619791666668, ""29"": 0.8957682291666668}"
3,0,3,0,1.7161004234618513,8.177242359532453,6,0.8848524305555555,8,0.8719835069444445,0.0017144097222223653,1,1,"{""1"": 0.8781032986111111, ""2"": 0.8921440972222222, ""3"": 0.8823567708333334, ""4"": 0.873263888888889, ""5"": 0.891015625, ""6"": 0.8848524305555555, ""7"": 0.8897786458333332, ""8"": 0.8719835069444445, ""9"": 0.8759982638888889, ""10"": 0.8859157986111112, ""11"": 0.8797743055555557, ""12"": 0.8777560763888889, ""13"": 0.8880642361111111, ""14"": 0.8820746527777779, ""15"": 0.8892795138888889, ""16"": 0.878342013888889, ""17"": 0.8725694444444444, ""18"": 0.8865234375000001, ""19"": 0.8925998263888889, ""20"": 0.8885633680555555, ""21"": 0.8848090277777779, ""22"": 0.882421875, ""23"": 0.8786024305555555, ""24"": 0.8744140625000001, ""25"": 0.8888454861111111, ""26"": 0.8702690972222221, ""27"": 0.8855468749999998, ""28"": 0.8835503472222223, ""29"": 0.8889756944444445}"
4,0,4,0,1.6557063151042122,9.001111002438341,21,0.873263888888889,26,0.8654947916666668,0.009960937500000155,1,1,"{""1"": 0.8801866319444445, ""2"": 0.8905164930555557, ""3"": 0.8860026041666668, ""4"": 0.8840494791666668, ""5"": 0.8888020833333332, ""6"": 0.8782552083333334, ""7"": 0.8859157986111111, ""8"": 0.8879774305555556, ""9"": 0.8736545138888889, ""10"": 0.8887803819444445, ""11"": 0.8880642361111112, ""12"": 0.8746527777777778, ""13"": 0.8743272569444445, ""14"": 0.8845052083333335, ""15"": 0.8867621527777777, ""16"": 0.8555338541666666, ""17"": 0.8849609375000002, ""18"": 0.8684461805555556, ""19"": 0.8840494791666665, ""20"": 0.8848741319444443, ""21"": 0.873263888888889, ""22"": 0.8774305555555556, ""23"": 0.8878906250000002, ""24"": 0.8913194444444446, ""25"": 0.8815755208333332, ""26"": 0.8654947916666668, ""27"": 0.8691623263888889, ""28"": 0.8938151041666668, ""29"": 0.8820746527777779}"
5,0,5,0,1.5073116935254929,10.28413036429531,24,0.8940104166666668,27,0.8856119791666667,0.005555555555555425,1,1,"{""1"": 0.8936631944444445, ""2"": 0.8985243055555555, ""3"": 0.8800564236111112, ""4"": 0.9012369791666667, ""5"": 0.9002604166666668, ""6"": 0.8924913194444445, ""7"": 0.9001302083333332, ""8"": 0.8885199652777779, ""9"": 0.8859809027777777, ""10"": 0.9022569444444445, ""11"": 0.8894965277777779, ""12"": 0.9014105902777779, ""13"": 0.8951388888888889, ""14"": 0.8943359375000002, ""15"": 0.8985243055555555, ""16"": 0.8890625000000001, ""17"": 0.8861111111111111, ""18"": 0.8973524305555557, ""19"": 0.8873263888888889, ""20"": 0.9034939236111111, ""21"": 0.8958767361111112, ""22"": 0.901953125, ""23"": 0.8919270833333335, ""24"": 0.8940104166666668, ""25"": 0.9076171875, ""26"": 0.898828125, ""27"": 0.8856119791666667, ""28"": 0.8992621527777778, ""29"": 0.8896050347222223}"
6,0,6,0,1.334692813634839,11.090857837962838,14,0.8622395833333334,18,0.8417317708333334,0.0005425347222222099,1,1,"{""1"": 0.8508897569444445, ""2"": 0.8552300347222223, ""3"": 0.8488064236111112, ""4"": 0.8480685763888888, ""5"": 0.8681640625, ""6"": 0.8553168402777779, ""7"": 0.8411892361111112, ""8"": 0.8589626736111112, ""9"": 0.8531032986111112, ""10"": 0.8667534722222223, ""11"": 0.8737630208333332, ""12"": 0.8432725694444444, ""13"": 0.8504991319444445, ""14"": 0.8622395833333334, ""15"": 0.8674262152777779, ""16"": 0.8510850694444446, ""17"": 0.8610026041666666, ""18"": 0.8417317708333334, ""19"": 0.8526692708333335, ""20"": 0.8702690972222222, ""21"": 0.8537326388888888, ""22"": 0.8485026041666668, ""23"": 0.8523654513888891, ""24"": 0.8593532986111111, ""25"": 0.8676866319444446, ""26"": 0.8711371527777777, ""27"": 0.8622612847222223, ""28"": 0.8572916666666668, ""29"": 0.8553819444444444}"
7,0,7,0,1.8513376846685428,7.180945892263883,26,0.8866536458333334,18,0.8886935763888889,0.0020399305555555136,1,1,"{""1"": 0.8898220486111111, ""2"": 0.9045572916666665, ""3"": 0.8950303819444444, ""4"": 0.9016059027777779, ""5"": 0.9032986111111111, ""6"": 0.9073133680555555, ""7"": 0.908203125, ""8"": 0.9027994791666667, ""9"": 0.8896484375, ""10"": 0.9049262152777778, ""11"": 0.9052300347222223, ""12"": 0.8956163194444445, ""13"": 0.9043619791666667, ""14"": 0.9087456597222222, ""15"": 0.9062065972222223, ""16"": 0.9004123263888889, ""17"": 0.9003472222222223, ""18"": 0.8886935763888889, ""19"": 0.8979166666666667, ""20"": 0.9080512152777778, ""21"": 0.8919921875000001, ""22"": 0.9059678819444444, ""23"": 0.8944661458333334, ""24"": 0.8924696180555557, ""25"": 0.9025824652777779, ""26"": 0.8866536458333334, ""27"": 0.9132812499999998, ""28"": 0.8921223958333333, ""29"": 0.8928168402777779}"
8,0,8,0,2.4651980083676563,3.8726375613663193,16,0.784396701388889,16,0.784396701388889,0.004188368055555558,1,1,"{""1"": 0.7909505208333334, ""2"": 0.7983723958333334, ""3"": 0.7912326388888888, ""4"": 0.7947916666666668, ""5"": 0.7874131944444445, ""6"": 0.7958550347222223, ""7"": 0.7898003472222221, ""8"": 0.7944878472222223, ""9"": 0.7802083333333334, ""10"": 0.7948784722222223, ""11"": 0.7931206597222223, ""12"": 0.7988498263888889, ""13"": 0.8002604166666667, ""14"": 0.7947916666666668, ""15"": 0.7890625, ""16"": 0.784396701388889, ""17"": 0.787521701388889, ""18"": 0.7848090277777778, ""19"": 0.7916666666666666, ""20"": 0.7906467013888889, ""21"": 0.789084201388889, ""22"": 0.8073784722222223, ""23"": 0.7958550347222223, ""24"": 0.8041666666666667, ""25"": 0.7868489583333335, ""26"": 0.7882378472222222, ""27"": 0.7887803819444444, ""28"": 0.7998046875, ""29"": 0.7947916666666667}"
9,0,9,0,1.1689821784702494,8.177235669509434,27,0.8654947916666668,1,0.8485243055555557,0.0002170138888890616,1,1,"{""1"": 0.8485243055555557, ""2"": 0.8591796875000001, ""3"": 0.84921875, ""4"": 0.853732638888889, ""5"": 0.8734809027777778, ""6"": 0.8643012152777779, ""7"": 0.848654513888889, ""8"": 0.8483072916666666, ""9"": 0.8524305555555557, ""10"": 0.8745008680555556, ""11"": 0.8555772569444445, ""12"": 0.8534505208333334, ""13"": 0.8536675347222223, ""14"": 0.8533203125000001, ""15"": 0.8717664930555556, ""16"": 0.8600043402777778, ""17"": 0.8569661458333333, ""18"": 0.8559461805555556, ""19"": 0.865451388888889, ""20"": 0.8725477430555557, ""21"": 0.8526692708333335, ""22"": 0.8541015625, ""23"": 0.8669270833333332, ""24"": 0.8557074652777779, ""25"": 0.8718098958333332, ""26"": 0.8530381944444446, ""27"": 0.8654947916666668, ""28"": 0.8584418402777777, ""29"": 0.8543185763888889}"
10,0,10,0,2.1086029154898704,1.1804770114449425,2,0.7116102430555555,9,0.7070963541666666,0.00019531249999982236,1,1,"{""1"": 0.714496527777778, ""2"": 0.7116102430555555, ""3"": 0.7209635416666668, ""4"": 0.7130425347222222, ""5"": 0.7194661458333332, ""6"": 0.7083333333333334, ""7"": 0.7069010416666668, ""8"": 0.7232421875, ""9"": 0.7070963541666666, ""10"": 0.7210069444444445, ""11"": 0.7103949652777778, ""12"": 0.7175130208333332, ""13"": 0.7073567708333334, ""14"": 0.7169053819444446, ""15"": 0.7176432291666668, ""16"": 0.7082899305555556, ""17"": 0.7127821180555557, ""18"": 0.7125, ""19"": 0.7208333333333335, ""20"": 0.7108506944444445, ""21"": 0.7187065972222223, ""22"": 0.7110460069444445, ""23"": 0.7220269097222224, ""24"": 0.7103298611111111, ""25"": 0.7140407986111112, ""26"": 0.7143663194444446, ""27"": 0.7231770833333333, ""28"": 0.7168402777777779, ""29"": 0.7077256944444446}"
11,0,11,0,2.513241856152743,3.890812247619298,23,0.7994791666666666,18,0.7955512152777778,0.0009548611111112049,1,1,"{""1"": 0.7994574652777778, ""2"": 0.8073350694444446, ""3"": 0.7945963541666666, ""4"": 0.8000000000000002, ""5"": 0.8093967013888889, ""6"": 0.8088324652777777, ""7"": 0.8052951388888889, ""8"": 0.8009982638888888, ""9"": 0.8197916666666666, ""10"": 0.8061414930555554, ""11"": 0.7998697916666666, ""12"": 0.8065755208333334, ""13"": 0.8056857638888889, ""14"": 0.8093750000000001, ""15"": 0.8014756944444444, ""16"": 0.8186197916666668, ""17"": 0.8023220486111112, ""18"": 0.7955512152777778, ""19"": 0.8114583333333334, ""20"": 0.8003038194444446, ""21"": 0.8032335069444446, ""22"": 0.8104166666666667, ""23"": 0.7994791666666666, ""24"": 0.8041666666666667, ""25"": 0.8089192708333334, ""26"": 0.8105034722222223, ""27"": 0.8163194444444445, ""28"": 0.8117621527777777, ""29"": 0.8041666666666667}"
